name	ra	dec	micron_flux_12	micron_flux_25	micron_flux_60	micron_flux_100	psc_id	extend_flag	var_flag	obj_id_flag	micron_flux_12_flag	micron_flux_25_flag	micron_flux_60_flag	micron_flux_100_flag	opt_mag	helio_velocity	helio_velocity_error	source	t_type	class
N3822	174.89917	10.55639	0.360578626394272	0.454988062381744	3.19153738021851	6.96626615524292	1	0	N	Z	1	1	3	3	13.6999998092651	6138	20	2748	-2	GALAXY
2025+1035	306.30625	10.58889	0.360578626394272	0.323593646287918	1.60694110393524	3.33426403999329	1	0	N	Z	1	2	3	3	15.1000003814697	5330	25	619	D	GALAXY
2025+1035	306.47708	10.58889	0.250034540891647	0.250034540891647	1.60324549674988	3.99024868011475	1	0	N	Z	1	1	3	3	15	4215	25	619	5A	GALAXY
0425+1037	66.25792	10.62417	0.250034540891647	0.298538267612457	1.48251807689667	3.02691316604614	0	0	N	H	1	1	3	3		6043	36	2732		GALAXY
I3690	190.07042	10.63194	0.250034540891647	0.319153785705566	1.44543969631195	2.16770386695862	1	0	N	Z	1	1	3	3	15.3000001907349	7596	32	-1	20	GALAXY
0947+1040	146.79417	10.66667	0.250034540891647	0.285101860761642	1.5885466337204	2.16271877288818	1	0	N	H	1	1	3	3	15.1999998092651	8809	36	-1		GALAXY
1513+1042	228.44333	10.69278	0.25763213634491	0.299226462841034	2.64849996566772	8.05378437042236	1	0	N	Z	1	1	3	3	14.3000001907349	6487	26	27	5B	GALAXY
I 578	148.39458	10.72472	0.250034540891647	0.31622776389122	1.87931704521179	3.1332859992981	1	0	N	Z	1	1	3	3	14.6999998092651	8881	24	27	1B	GALAXY
N5666	217.68042	10.72917	0.250034540891647	0.267300635576248	1.81551539897919	3.4119291305542	1	0	N	Z	1	1	3	3	13.5	2221	10	613	-6	GALAXY
N4390	185.825	10.73444	0.100000001490116	0.379314988851547	0.809095859527588	1.61808001995087	1	0	N	Z	1	1	2	3	13.6999998092651	1118	43			GALAXY
N7347	339.36458	10.76556	0.250034540891647	0.250034540891647	1.51008021831513	3.88150358200073	1	0	N	Z	1	1	3	3	14.6999998092651	2240	33	27	20	GALAXY
0337+1046	54.29958	10.78056	0.250034540891647	0.449779838323593	2.46603918075561	5.34564399719238	3	0	N	O	1	1	3	3		10699	38	-1		GALAXY
A1136+1047	174.22083	10.78778	0.250034540891647	0.279898136854172	1.61808001995087	2.73526906967163	0	0	N	O	1	1	3	2		15402	23	-502		GALAXY
1155+1048	178.86875	10.80417	0.250034540891647	0.304789483547211	2.42102861404419	3.2734067440033	0	0	N	H	1	1	3	3		19364	49	-2		GALAXY
N 569	21.61958	10.87417	0.250034540891647	0.486407190561295	1.20503580570221	3.04789471626282	1	0	N	Z	1	1	3	3	14.6999998092651	5780	22	2700	15	GALAXY
0855+1053	133.995	10.88389	0.250034540891647	0.361409872770309	1.2078138589859	1.93642175197601	0	0	N	O	1	1	3	3		44600	150	4105		GALAXY
I1196	241.39875	10.91139	0.250034540891647	0.280543386936188	1.51008021831513	2.63026762008667	4	0	N	Z	1	2	3	3	14.8000001907349	4885	22	633	1A	GALAXY
0823+1054B	125.85	10.91222	0.250034540891647	0.319889515638351	1.82389581203461	3.19153738021851	0	0	N	H	1	1	3	3		19743	48	-1		GALAXY
1332+ 057M	203.19083	10.94361	0.199986189603806	0.449779838323593	0.918332576751709	2.08929634094238	1	0	N	Z	1	1	2	3	14.8999996185303	11939	30			GALAXY
0453+1057	73.40708	10.95972	0.110917486250401	0.12331049144268	1.61064565181732	8.27942085266113	3	4	N	O	1	1	3	3		8330	22	-5		GALAXY
I3704	190.30708	11.04389	0.250034540891647	0.297851622104645	1.21059799194336	2.91071701049805	1	0	N	Z	1	1	3	3	14.6999998092651	8652	37	-1	4A	GALAXY
N3839	175.32917	11.06361	0.285101860761642	0.438530713319778	4.17830419540405	7.69130516052246	1	0	N	Z	1	3	3	3	13.6000003814697	5939	33	27	3	GALAXY
N4178	182.5525	11.13917	0.138675585389137	0.484172374010086	4.07380294799805	10.0230503082275	4	4	N	Z	1	1	3	3	12.1000003814697	381	15	2	8B3T	GALAXY
1037+1108	159.45458	11.15222	0.250034540891647	0.337287306785583	2.21309494972229	1.83653855323792	0	0	N	H	1	1	3	3		40843	61	-2		GALAXY
N 63	3.7875	11.17	0.250034540891647	0.590201139450073	2.93089318275452	4.48745346069336	1	0	N	Z	1	1	3	3	12.6000003814697	1168	6	2812	-5 P	GALAXY
N7015	315.80292	11.21333	0.250034540891647	0.250034540891647	1.5703626871109	5.17606830596924	1	0	N	Z	1	1	3	3	13.1999998092651	4876	15	9 9	4	GALAXY
N4694	191.43208	11.25694	0.250034540891647	0.450816690921783	1.21338880062103	2.85759043693542	1	0	N	Z	1	1	3	3	12.1899995803833	1185	10	6 9	-2B P	GALAXY
N 673	26.4275	11.27333	0.285101860761642	0.375837385654449	3.18419766426086	8.298508644104	1	0	N	Z	1	2	3	3	13.3000001907349	5187	5	620	5X S	GALAXY
0024+1118	6.11583	11.30778	0.250034540891647	0.3326595723629	1.26182734966278	3.34965419769287	1	0	N	Z	1	1	3	3	14	2131	5	620	5A	GALAXY
2034+1120	308.54583	11.32083	0.250034540891647	0.250034540891647	1.24738335609436	5.28445291519165	1	0	N	Z	1	1	3	3	14	4449	25	619	3A	GALAXY
1344+1121	206.15208	11.35417	0.250034540891647	0.895364820957184	3.42767763137817	3.59749341011047	1	0	N	H	1	3	3	3	15.5	6775	32	27		GALAXY
A1329+1121	202.47958	11.3625	0.27797132730484	0.731139123439789	3.85478329658508	5.58470153808594	1	0	N	Z	1	3	3	3	14.5	9476	22	2700	-6	GALAXY
2021+1121 M	305.25875	11.36361	0.314050853252411	1.61064565181732	3.81944274902344	2.25943565368652	0	0	1	O	3	3	3	3	15.8299999237061	16905	25	2310		GALAXY
1718+1122	259.50917	11.36694	0.250034540891647	0.376703768968582	2.0701413154602	2.57039546966553	1	0	N	H	1	3	3	3	15.6999998092651	9084	40	27		GALAXY
N4429	186.22667	11.38361	0.324339598417282	0.322849422693253	1.53461694717407	4.62380981445313	1	0	N	Z	1	1	3	3	11.4300003051758	1131	16	27	-1A R	GALAXY
I2846	171.35	11.43417	0.250034540891647	0.470977306365967	4.45656299591065	6.7452802658081	1	0	N	H	1	1	3	3	14.8000001907349	12294	34	-5		GALAXY
N3279	158.01708	11.45472	0.250034540891647	0.280543386936188	2.00447225570679	5.66239309310913	1	0	N	Z	1	1	3	3	14.1000003814697	1422	34	27	5A	GALAXY
N4568 M	188.50958	11.51528	1.99986183643341	2.60615348815918	20.9894008636475	56.234130859375	4	7	0	Z	3	3	2	3	11.9799995422363	2232	40	2712	4A5T	GALAXY
2251+ 130	342.95542	11.51528	0.100000001490116	0.169824376702309	0.729457497596741	4.12097549438477	1	0	N	Z	1	1	2	3	15.6999998092651	8517	44			GALAXY
0940+1131	145.00333	11.51778	0.250034540891647	0.308318763971329	1.3121999502182	2.26986455917358	0	0	N	H	1	1	3	3		14336	32	-1		GALAXY
1625+1134	246.25583	11.5775	0.395366609096527	0.250034540891647	1.26765203475952	1.91866874694824	0	0	N	H	1	1	3	3		4825	38	-1		GALAXY
N6368	261.22	11.58333	0.250034540891647	0.250034540891647	1.86637985706329	6.28058338165283	4	0	N	Z	1	1	3	3	13.6999998092651	2767	10	2	3A	GALAXY
0315+1135	48.82208	11.5925	0.250034540891647	0.348337322473526	1.42560768127441	4.30526542663574	0	0	N	H	1	1	3	3		7086	52	-1		GALAXY
0822+1136	125.70333	11.6125	0.250034540891647	0.48305881023407	1.49623548984528	1.81134021282196	0	0	N	H	1	1	3	3		9270	35	-1		GALAXY
N3666	170.45875	11.61667	0.267916828393936	0.401790797710419	2.91742730140686	8.59013557434082	4	0	N	Z	1	1	3	3	12.539999961853	1067	10	2	5A5T	GALAXY
N2874 M	140.76375	11.64306	0.29376494884491	0.302691340446472	2.2438817024231	7.04693126678467	1	0	N	Z	1	1	3	3	13.5	3775	50	613	4B R	GALAXY
A0733+1138	113.45833	11.6475	0.250034540891647	0.309029549360275	1.59220886230469	2.57632112503052	0	0	N	O	1	1	3	3		29827	39	-502		GALAXY
0820+1139	125.245	11.65694	0.250034540891647	0.277331978082657	1.3614444732666	1.80301797389984	0	0	N	H	1	1	3	3		22819	38	-1		GALAXY
1624+1141	246.10625	11.69139	0.281190097332001	0.239883288741112	2.23872137069702	5.27229881286621	1	0	N	H	1	2	3	3	15	4970	20	633	0	GALAXY
	258.84958	11.69306	0.250034540891647	0.302691340446472	1.70608234405518	3.17687392234802	3	0	N	O	1	3	3	3		9099	38			GALAXY
N3810	174.59958	11.74778	1.44211542606354	1.55596578121185	13.99587059021	35.0751953125	4	5	5	Z	3	2	3	3	11.3999996185303	993	15	2	5A1T	GALAXY
A0430+1144	67.74875	11.74944	0.250034540891647	0.290402263402939	1.73780083656311	4.12097549438477	0	0	N	O	1	1	3	3		4328	24	-502		GALAXY
N4491	187.10417	11.75806	0.250034540891647	0.394457310438156	2.63633131980896	3.30369591712952	1	0	N	Z	1	3	3	3	13.6999998092651	497	29	27	1B S	GALAXY
N4299	184.79458	11.77306	0.250034540891647	0.399944752454758	2.56448435783386	4.93173742294312	1	0	N	Z	1	1	3	3	13.0600004196167	221	11	611	8X7S	GALAXY
I1508	355.84583	11.78472	0.312607944011688	0.402717053890228	3.19153738021851	5.98411512374878	1	0	N	Z	1	3	3	3	14.6000003814697	4261	20	617	20	GALAXY
N4294	184.68833	11.78778	0.250034540891647	0.306902199983597	2.74789428710937	5.75439929962158	1	0	N	Z	1	1	3	3	12.6700000762939	359	8	9 8	6B6S	GALAXY
2156+1148	329.04083	11.80028	0.487528502941132	0.387257635593414	2.7289776802063	4.16869401931763	1	0	N	Z	1	1	3	3	14.3000001907349	9330	34	27	-6	GALAXY
1849+1148	282.41167	11.81417	0.271019130945206	0.29512095451355	1.38995265960693	5.95662117004395	0	0	N	Z	1	1	3	2	15	2603	20	644		GALAXY
0732+1149	113.23417	11.82083	0.346736878156662	0.857037901878357	8.57037830352783	11.694995880127	1	0	N	H	1	3	3	3	15	4881	36	-1		GALAXY
0732+1149	113.16917	11.83028	0.199986189603806	0.239883288741112	1.95884490013123	2.82487988471985	1	0	N	B	1	1	2	3		4984	20	6		GALAXY
N4647	190.25375	11.85528	0.988553106784821	0.783429622650146	5.6234130859375	16.3305225372314	1	0	V	Z	3	2	3	3	12.3400001525879	1450	41	2712	5X T	GALAXY
1218+1154AM	184.63417	11.90833	0.359749317169189	0.389941990375519	2.85759043693542	4.34510231018066	3	0	N	Z	1	1	2	3	17.1000003814697	20716	30	18 7		GALAXY
0141+1155	25.27042	11.91278	0.272270143032074	0.893305420875549	2.25943565368652	4.04575872421265	1	0	N	Z	1	1	3	3	15	5124	0	3	8 P	GALAXY
0959+1155	149.88542	11.93111	0.250034540891647	0.342767804861069	1.23594748973846	2.24905467033386	1	0	N	H	1	1	3	3	15.6999998092651	6612	41	-1		GALAXY
N3351	160.32875	11.96722	1.06905496120453	2.87739825248718	20.2301921844482	39.3550109863281	1	1	0	Z	2	2	2	3	10.75	779	4	1	3B3R	GALAXY
N7068	321.03292	11.96806	0.250034540891647	0.365594804286957	1.55238699913025	1.9054605960846	1	0	N	O	1	1	3	3	14.8000001907349	5183	30	-1		GALAXY
09341+1158	143.5325	11.97528	0.250034540891647	0.477529287338257	2.64240908622742	2.85101866722107	1	0	N	Z	1	3	3	3	15.5	8605	34	2754		GALAXY
1250+1159	192.72083	11.98306	0.586138188838959	0.265460580587387	1.40281355381012	2.2750973701477	0	0	N	Z	1	1	3	3	15.8000001907349	19545	41	1127		GALAXY
I3128 M	184.03417	12.00694	0.100000001490116	0.169824376702309	0.56885290145874	0.719448983669281	1	0	N	Z	1	1	2	2		11566	30			GALAXY
0458+1201	74.66458	12.02111	0.250034540891647	0.277331978082657	1.79060590267181	3.1332859992981	0	0	N	H	1	1	3	3		11303	43	-1		GALAXY
1406+1203	211.5275	12.05222	0.250034540891647	0.363915026187897	1.53461694717407	2.57039546966553	1	0	N	Z	1	1	3	3	14.8999996185303	5703	34	-1	1B	GALAXY
N7479	345.61083	12.05222	1.40281355381012	3.99024868011475	15.346173286438	26.1818294525146	4	1	V	Z	3	3	3	3	11.9300003051758	2367	23	27	5B1S	GALAXY
N3368	161.0325	12.08306	0.371535211801529	0.558470189571381	9.16220474243164	27.4157390594482	4	1	N	Z	3	1	3	3	10.3199996948242	899	10	2	2X T	GALAXY
N4579	188.79833	12.09361	1.148153424263	0.809095859527588	6.25172710418701	21.4783058166504	4	4	N	Z	1	1	2	3	11.5	1507	22	27 0	3X T	GALAXY
N2958	144.49542	12.11528	0.250034540891647	0.566239297389984	1.29121911525726	3.33426403999329	1	0	N	Z	1	1	3	3	13.8999996185303	6639	32	27	4B	GALAXY
I 620	157.72417	12.12972	1	0.381065785884857	2.17771005630493	3.57272815704346	1	0	N	Z	1	1	3	3	15.1999998092651	10247	36	-1		GALAXY
N4607	189.66708	12.16278	0.374110609292984	0.431519061326981	2.74789428710937	7.83429718017578	1	0	N	Z	1	1	3	3	14.6999998092651	2222	18	27	3B	GALAXY
1754+1211	268.73833	12.18361	0.313328564167023	0.281838297843933	2.49459457397461	4.83058834075928	1	0	N	Z	1	3	3	3	13.8000001907349	2852	20	37	5A	GALAXY
I1149	238.94458	12.21194	0.100000001490116	0.100000001490116	0.739605307579041	2.0137243270874	4	4	N	Z	1	1	3	3	14.1000003814697	4686	11	633	4	GALAXY
2041+1214	310.44375	12.23556	0.250034540891647	0.334195017814636	2.69773936271667	4.17830419540405	1	0	N	H	1	2	3	3	14.5	4416	36	-1	15	GALAXY
N3968	178.22625	12.2475	0.279898136854172	0.329609721899033	1.11943793296814	3.95366621017456	1	0	N	Z	1	1	2	3	13.3000001907349	6388	5			GALAXY
I 962	208.69375	12.25694	0.267916828393936	0.475335210561752	1.21618616580963	2.83791875839233	1	4	N	Z	1	1	3	3	14	6160	24	2700	-6	GALAXY
2022+1217	305.55833	12.28	0.250034540891647	0.257039546966553	1.21618616580963	4.8528847694397	1	0	N	H	1	1	3	3	15.3999996185303	4540	35	27	2A	GALAXY
N6956	310.37667	12.32889	0.359749317169189	0.244343057274818	3.21366024017334	9.03649425506592	1	0	N	H	1	2	3	3	13.5	4678	26	-1	3B	GALAXY
N 658	24.8725	12.34889	0.250034540891647	0.357272803783417	1.6595870256424	5.05824661254883	1	0	N	Z	1	1	3	3	13.6000003814697	2964	27	27	3	GALAXY
N5970	234.03208	12.34917	0.337287306785583	0.226464435458183	2.6668586730957	9.57193946838379	1	0	N	Z	1	2	3	3	12.3999996185303	1960	6	611	5B4R	GALAXY
N2350	107.60208	12.35194	0.250034540891647	0.946237206459045	6.01173782348633	8.26038074493408	4	0	N	H	1	3	3	3	14.1000003814697	1877	30	2732	0	GALAXY
N4746	192.35292	12.35361	0.42461958527565	0.881048858165741	4.97737121582031	12.5602989196777	1	0	1	Z	2	3	3	3	13.3000001907349	1783	5	620	3	GALAXY
0145+1222	26.47042	12.36556	0.349945187568665	1.05925369262695	2.98538279533386	5.06990766525269	1	0	N	Z	1	1	2	3	14	5485	8	620	1B P	GALAXY
N3773	173.91	12.38806	0.250034540891647	0.310455948114395	1.50660693645477	1.84501552581787	1	0	N	Z	1	1	3	3	13.1000003814697	973	9	5	-2A	GALAXY
1820+1224	275.1425	12.40444	0.100000001490116	0.100000001490116	1.44211542606354	3.61409831047058	1	4	N	Z	1	1	3	3	15	2646	5	9 9	5	GALAXY
0050+1225	12.73625	12.41917	0.517606794834137	1.25025904178619	2.16770386695862	2.5292980670929	4	0	0	Z	3	3	3	3	14	18116	42	27	-6 P	GALAXY
I1743	27.57792	12.46194	0.822242677211761	0.719448983669281	6.29506206512451	12.5314130783081	1	0	N	Z	1	3	3	3	14	4560	6	620	1B	GALAXY
0805+1228	121.41667	12.47944	0.250034540891647	0.736207067966461	1.87931704521179	2.7289776802063	0	0	N	H	1	1	3	3		10069	33	-1		GALAXY
0925+1230 M	141.25333	12.505	0.100000001490116	0.290402263402939	1.80717396736145	4.03645324707031	1	4	N	Z	1	1	3	3	15.5	8739	42	2748	7B	GALAXY
1812+1230	273.17208	12.50972	0.251188635826111	0.250034540891647	1.21059799194336	1.58124804496765	0	0	N	O	1	1	3	2		13641	27	-5		GALAXY
2258+1231	344.52958	12.51278	0.250034540891647	0.295801222324371	1.55955231189728	2.57632112503052	1	0	N	Z	1	1	3	3	15.3000001907349	2294	31	-1	1B	GALAXY
0742+1231	115.60083	12.52722	0.250034540891647	0.274789422750473	1.76197624206543	3.21366024017334	0	0	N	H	1	1	3	3		10250	29	-1		GALAXY
1345+1232	206.27708	12.53889	0.250034540891647	0.665273189544678	2.00909280776977	2.13796234130859	4	0	N	Z	1	3	3	3	17	36341	300	27		GALAXY
A0732+1232	113.11417	12.5475	0.272270143032074	0.284446120262146	1.34586024284363	1.78237891197205	0	0	N	O	1	1	3	3		12065	22	-502		GALAXY
I1141 M	236.8575	12.54917	0.250034540891647	0.248885750770569	1.34586024284363	2.00447225570679	1	0	N	Z	1	2	3	3	14.5	4458	28	27	0 P	GALAXY
I 267	42.7775	12.6475	0.250034540891647	0.428548544645309	4.29536437988281	8.59013557434082	1	0	N	Z	1	3	3	3	14.1000003814697	3577	21	27	3B	GALAXY
N 514	20.355	12.65806	0.239883288741112	0.349945187568665	1.69824373722076	4.23642921447754	1	4	N	Z	1	1	2	3	14.3000001907349	2471	4	2812	5X2T	GALAXY
N7810 M	359.93792	12.6925	0.250034540891647	0.435511887073517	3.2885160446167	7.12853097915649	1	0	N	Z	1	1	3	3	14.3000001907349	5532	29	27	-2	GALAXY
0655+1244A	103.805	12.73444	0.304789483547211	0.363915026187897	3.4119291305542	7.6383581161499	1	0	N	O	2	3	3	3		8148	57	-5		GALAXY
0655+1244B	103.955	12.73556	0.250034540891647	0.337287306785583	2.02301907539368	3.59749341011047	1	0	N	O	1	2	3	3		8131	59	-5		GALAXY
A0811+1244	122.99542	12.74056	0.250034540891647	0.309029549360275	1.30316686630249	1.33659565448761	0	0	N	O	1	1	3	3		23533	27	-502		GALAXY
I1255	260.19458	12.74083	0.250034540891647	0.381065785884857	2.71643924713135	4.86407232284546	1	0	N	H	1	3	3	3	14.1999998092651	8993	38	-1	20	GALAXY
0152+1244	28.15125	12.74806	0.250034540891647	0.575439929962158	1.4588143825531	1.8535315990448	0	0	N	H	1	1	3	2		9681	32	-1		GALAXY
2258+1245	344.51042	12.76611	0.366437584161758	0.253512889146805	1.85780465602875	3.62243008613586	1	0	N	Z	1	1	3	2	15.5	8662	32	-1		GALAXY
N2661	130.80917	12.80167	0.250034540891647	0.331131100654602	1.63681650161743	3.46736812591553	1	0	N	Z	1	1	3	3	13.8999996185303	4108	5	620	5A	GALAXY
N1134	42.73792	12.81139	0.506990671157837	0.891250908374786	9.0991325378418	17.7418975830078	1	0	0	Z	3	3	3	3	13.1999998092651	3604	16	27	2 P	GALAXY
N5837	225.5725	12.82667	0.16634127497673	0.158489316701889	1.71395719051361	4.43608617782593	1	4	N	Z	1	1	3	3	14.5	8611	32	27	5	GALAXY
N7803 M	359.69417	12.8325	0.250034540891647	0.358096450567245	2.09893989562988	4.33510828018189	1	0	N	Z	1	1	3	3	13.8000001907349	5300	27	2748	0	GALAXY
0448+1250	72.07208	12.84	0.250034540891647	0.307609707117081	1.23310470581055	2.39883279800415	0	0	N	H	1	1	3	3		8289	37	-1		GALAXY
N5020	197.55167	12.86083	0.3326595723629	0.512861371040344	5.17606830596924	10.1157970428467	1	0	N	Z	1	3	3	3	13.3999996185303	3362	5	620	4X	GALAXY
1626+1252AM	246.59042	12.87278	0.27797132730484	0.289734363555908	2.44343066215515	4.5081672668457	1	0	N	H	1	1	3	3		8084	40	-1	D	GALAXY
N 671	26.085	12.87806	0.369828194379807	0.100000001490116	0.519996047019958	1.69824373722076	1	0	N	Z	1	1	2	3	14.3000001907349	5460	28			GALAXY
0243+1253	40.88875	12.88611	0.323593646287918	0.563637614250183	8.03526115417481	14.9968528747559	1	0	2	Z	3	3	3	3	15.1999998092651	6483	37	27		GALAXY
2312+ 252	348.14	12.88694	0.100000001490116	0.319889515638351	0.979489982128143	1.98609483242035	0	0	N	Z	1	1	2	3	15.5	12051	39			GALAXY
N5926 M	230.26	12.89111	0.100000001490116	0.246603906154633	1.5995579957962	2.35504913330078	4	4	N	O	1	1	3	3	14.8000001907349	6189	0	628		GALAXY
N3306	158.62875	12.91167	0.250034540891647	0.41304749250412	2.89067959785461	5.26017236709595	1	0	N	Z	1	2	3	3	13.6999998092651	2887	5	620	9B S	GALAXY
A0015+1254	3.89792	12.91278	0.831763803958893	0.803526043891907	1.88364899158478	4.19758987426758	1	0	N	O	1	1	3	3	15	4131	23	-502		GALAXY
N4388	185.81	12.93944	1.07151925563812	3.55631327629089	10.3514242172241	18.4926853179932	1	0	2	Z	3	3	3	3	12.1999998092651	2535	22	27 7	3A S	GALAXY
23060+1257	346.50958	12.94028	0.250034540891647	0.274157404899597	1.83231449127197	3.4593939781189	1	0	N	H	1	1	3	3	15.6999998092651	4527		-501		GALAXY
1720+1257	260.20333	12.9525	0.250034540891647	0.250034540891647	1.64437162876129	2.36591935157776	1	0	N	H	1	1	3	3	15.6000003814697	6188	36	-1		GALAXY
I 454	102.07042	12.98222	0.250034540891647	0.346736878156662	1.9054605960846	5.80764484405518	1	0	N	Z	1	1	3	3	14.5	3894	27	27	2B	GALAXY
N3024	146.93958	12.99972	0.250034540891647	0.325836718082428	1.21618616580963	2.47742247581482	1	0	N	Z	1	1	3	3	13.6999998092651	1417	5	620	5	GALAXY
I 736 M	176.47875	13.00111	0.287078052759171	0.671428859233856	3.49140310287476	3.81065797805786	1	0	N	H	1	3	3	3	14.6999998092651	4109	31	2748	1	GALAXY
	313.81583	13.00722	0.100000001490116	0.184926837682724	1.03038609027863	1.88364899158478	0	4	N	O	1	1	3	3		8459	22			GALAXY
1736+1301	264.15458	13.01083	0.250034540891647	0.267300635576248	2.00909280776977	5.24807500839233	1	0	N	H	1	1	3	3	15.3000001907349	6164	35	-1		GALAXY
N3020	146.86417	13.04306	0.250034540891647	0.420726627111435	1.52756607532501	3.61409831047058	1	0	N	Z	1	1	3	3	13.1999998092651	1440	5	620	6B R	GALAXY
A0724+1303	111.23708	13.05333	0.369828194379807	0.100000001490116	1.2078138589859	3.49140310287476	0	4	N	B	1	1	3	3		13790	300	53		GALAXY
A0421+1303	65.25542	13.06611	0.250034540891647	0.259417951107025	1.26182734966278	3.18419766426086	0	0	N	O	1	1	3	3		7961	24	-502		GALAXY
N3593	167.99875	13.09083	1.279381275177	2.05589032173157	19.2752532958984	35.8096351623535	1	0	0	Z	3	3	3	3	11.9099998474121	693	37	27	0A5S	GALAXY
N5936	231.91375	13.15944	0.508159399032593	1.47910821437836	8.99497604370117	17.4582252502441	1	0	2	Z	3	3	3	3	13.4099998474121	3986	22	611	3B1T	GALAXY
N7570	348.55792	13.21028	0.250034540891647	0.345143735408783	1.38356649875641	2.91742730140686	1	0	N	Z	1	1	3	3	14.3000001907349	4655	28	27	1B	GALAXY
0705+1314	106.31042	13.23583	0.100000001490116	0.176197603344917	0.524807512760162	2.76057767868042	1	4	N	B	1	1	3	3	15.3999996185303	8214	300	53		GALAXY
1811+1315	272.92417	13.26	0.250034540891647	0.256448417901993	1.67880415916443	4.83058834075928	1	0	N	Z	1	1	3	3	14.1999998092651	2307	25	619	20	GALAXY
	169.41542	13.26028	5.15228652954102	8.35603141784668	69.1830825805664	135.518936157227	4	7	0	M	2	2	2	3		724	5			GALAXY HII REGION
N3627	169.41	13.26333	4.16869401931763	7.70903396606445	56.234130859375	144.877197265625	1	8	N	Z					9.89000034332275	724	5	912	3X3S	GALAXY
N4438	186.3075	13.28472	0.250034540891647	0.263633131980896	4.07380294799805	10.8143377304077	1	0	N	Z	1	1	3	3	12	86	23	27 7	3A P	GALAXY
A0511+1318	77.9975	13.30611	0.25763213634491	0.289734363555908	1.60694110393524	2.38781142234802	0	0	N	O	1	1	3	2		21266	28	-502		GALAXY
1746+1320	266.70292	13.34611	1.29419577121735	0.389941990375519	6.7452802658081	9.54992580413818	1	0	N	H	1	1	3	2	15.5	4881	47	-1		GALAXY
N4435	186.28167	13.35667	0.254683047533035	0.748169541358948	2.0701413154602	4.14954090118408	1	0	N	Z	1	1	3	2	12.0299997329712	773	15	27	-2B S	GALAXY
1019+1322	154.75583	13.36778	0.250034540891647	0.538269817829132	3.32659530639648	5.39510631561279	0	0	N	H	1	1	3	3		22987	57	-2		GALAXY
N3623	169.08042	13.36861	0.100000001490116	0.100000001490116	2.98538279533386	15.2405309677124	4	8	N	Z	1	1	3	3	10.5100002288818	801	5	912	1X3T	GALAXY
0318+1322BM	49.70208	13.37222	0.255858570337296	0.309741914272308	1.24165225028992	2.54097247123718	1	0	N	H	1	1	3	2	16.3999996185303	8548	35	-1		GALAXY
N4402	185.8975	13.39	0.794328212738037	0.642687737941742	5.70164346694946	17.6603775024414	1	0	V	Z	2	3	3	3	12.9099998474121	236	5	620	5 7	GALAXY
0854+1323	133.56875	13.39139	0.250034540891647	0.340408205986023	1.24738335609436	2.95801210403442	1	0	N	Z	1	1	3	3	14.1999998092651	3972	20	623	20	GALAXY
N 660	25.09	13.39444	2.0137243270874	7.09577703475952	65.4636154174805	103.75284576416	4	0	0	Z	3	3	3	3	11.8999996185303	849	7	2812	1B P	GALAXY
N4654	190.35542	13.40222	1.18304145336151	1.89234340190888	13.9636831283569	38.8150367736816	4	3	2	Z	3	3	3	3	11.2799997329712	1044	10	2	6X3T	GALAXY
N4216	183.3375	13.42333	0.100000001490116	0.100000001490116	2.26986455917358	12.764386177063	0	8	0	Z					11.1700000762939	135	10	612	3X3S	GALAXY
N4569	188.57542	13.43944	0.749894201755524	1.279381275177	9.18332767486572	27.2897853851318	4	8	N	Z	1	3	3	3	10.5799999237061	-223	18	27	2X T	GALAXY
N4193	182.84708	13.44611	0.100000001490116	0.129717916250229	1.279381275177	4.04575872421265	1	0	N	Z	1	1	2	3	13.3999996185303	2480	5	620	5X3S	GALAXY
0936+1329	144.06792	13.49194	0.250034540891647	0.329609721899033	1.62554860115051	2.95801210403442	0	0	N	H	1	1	3	3		14333	38	-1		GALAXY
1150+1331	177.665	13.52	0.250034540891647	0.562341332435608	2.46036767959595	3.1405086517334	0	0	N	H	1	1	3	3		38206	53	-2		GALAXY
1616+1331	244.06333	13.52722	0.250034540891647	0.250034540891647	1.40928900241852	1.94536018371582	0	0	N	H	1	1	3	3		14850	34	-1		GALAXY
N4639	190.08708	13.53111	0.250034540891647	0.311888933181763	1.41579389572144	4.53941535949707	1	0	N	Z	1	1	3	3	12.5	990	28	27	4X4T	GALAXY
0413+1333	63.36333	13.55806	0.184926837682724	0.176197603344917	1.28233075141907	4.35511922836304	0	4	N	O	1	1	3	3		20026	73	-5		GALAXY
A1316+1336	199.19	13.60361	0.250034540891647	0.42169651389122	1.71790850162506	2.11348938941956	0	0	N	O	1	1	3	3		28835	24	-502		GALAXY
00538+1338	13.43792	13.62806	0.258821278810501	0.270395874977112	2.0511622428894	3.38064861297607	1	0	N	Z	1	1	3	3	16.5	24673	33	2700	-2	GALAXY
N5759	221.21917	13.66389	0.100000001490116	0.100000001490116	0.409260660409927	1.46892642974854	1	0	N	Z	1	1	2	3	15.1000003814697	8400	0			GALAXY
A2103+1340	315.80792	13.67278	0.254683047533035	0.250034540891647	1.73780083656311	1.82389581203461	0	0	N	B	1	1	3	3		14270	300	53		GALAXY
N4189	182.81125	13.70278	0.250034540891647	0.356451123952866	3.2885160446167	8.70963668823242	1	0	N	Z	1	2	3	3	12.960000038147	2053	31	27	6X3T	GALAXY
