name	ra	dec	micron_flux_12	micron_flux_25	micron_flux_60	micron_flux_100	psc_id	extend_flag	var_flag	obj_id_flag	micron_flux_12_flag	micron_flux_25_flag	micron_flux_60_flag	micron_flux_100_flag	opt_mag	helio_velocity	helio_velocity_error	source	t_type	class
1400- 219	210.14667	-22.31806	0.100000001490116	0.100000001490116	0.539510607719421	1.84926843643189	4	0	N	Z	1	1	2	3		9705	28			GALAXY
A2016-2218	304.01417	-22.31306	0.250034540891647	0.427562862634659	1.80717396736145	3.75837445259094	4	0	N	O	1	1	3	3		8411	36	-502	5	GALAXY
0346-2216	56.69792	-22.28306	0.309741914272308	0.774461805820465	3.93550109863281	5.47016000747681	4	0	N	O	1	3	3	3		4193	30	-5		GALAXY
1200-2215	180.04542	-22.25167	0.239883288741112	0.228559866547585	2.79254364967346	4.98884439468384	3	4	N	O	1	1	3	3		7245	72	-5		GALAXY
1600-2211	240.06708	-22.18472	0.250034540891647	0.363915026187897	2.02768301963806	2.98538279533386	4	0	N	O	1	1	3	3		5573	38	-5		GALAXY
N2835	138.90292	-22.14417	0.250034540891647	0.250034540891647	2.56448435783386	14.3879852294922	4	4	N	Z	1	1	3	3	11.3999996185303	890	8	2	5B T	GALAXY
1523-2206	230.80625	-22.1075	0.295801222324371	0.625172674655914	3.0902955532074	7.07945823669434	4	4	N	O	1	1	3	3		2325	8	3111	4X	GALAXY
A0504-2205	76.00167	-22.09389	0.250034540891647	0.250034540891647	1.39315700531006	2.25423955917358	0	0	N	O	1	1	3	3		12542	80	-502		GALAXY
1444-2204	221.15167	-22.07028	0.354813396930695	0.450816690921783	3.85478329658508	6.82338666915894	4	0	N	O	1	3	3	3		3397	37	43	-2	GALAXY
N2216	94.85333	-22.06278	0.250034540891647	0.252348095178604	1.3614444732666	3.88150358200073	4	0	N	H	1	1	3	3		2871	35	-1		GALAXY
1314-2202	198.61583	-22.03444	0.250034540891647	0.273526906967163	1.84077191352844	1.93196833133698	0	0	N	Z	1	1	3	3		9983	120	1743		GALAXY
0538-2201	84.52333	-22.02806	0.250034540891647	0.250034540891647	1.84077191352844	3.25836706161499	4	0	N	Z	1	1	3	3		8937	81	1210	6	GALAXY
N3233	154.89625	-22.01611	0.250034540891647	0.302691340446472	1.79473340511322	4.08319330215454	4	0	N	O	1	2	3	3		3541	54	-502	-2	GALAXY
A1317-2201	199.28375	-22.01222	0.250034540891647	0.587489366531372	1.53461694717407	4.45656299591065	4	0	N	Z	1	1	3	3		1784	100	3617	6	GALAXY
A1258-2200	194.62875	-22.00611	0.250034540891647	0.438530713319778	1.32434141635895	2.03235697746277	0	0	N	Z	1	1	3	3		6925	120	1743		GALAXY
1245-2159	191.32583	-21.99556	0.250034540891647	0.286417812108994	1.69433772563934	4.22668647766113	4	0	N	D	1	2	3	3		3558	5	910	3	GALAXY
N1964	82.80875	-21.97944	0.729457497596741	0.986279547214508	8.83079814910889	23.659200668335	4	3	V	Z	3	3	3	3	11.8500003814697	1671	15	2	3X3S	GALAXY
A0442-2158	70.54292	-21.97194	0.250034540891647	0.250034540891647	1.29419577121735	2.23357200622559	0	0	N	O	1	1	3	3		22782	23	-502		GALAXY
A2010-2157	302.61875	-21.95917	0.250034540891647	0.381944298744202	1.88364899158478	3.56451177597046	3	0	N	O	1	1	3	3		11903	76	-502		GALAXY
0524-2153	81.02625	-21.88917	0.250034540891647	0.208929613232613	1.96788644790649	3.96278071403503	0	0	N	O	1	3	3	3		17118	38	-5		GALAXY
A2013-2151	303.40417	-21.85222	0.250034540891647	0.317687392234802	1.20503580570221	1.60694110393524	0	0	N	O	1	1	3	3		53509	54	-502		GALAXY
0436-2150	69.075	-21.84417	0.250034540891647	0.250034540891647	1.22179973125458	3.12607932090759	4	0	N	H	1	1	3	3		8584	29	-1		GALAXY
A1257-2150	194.45333	-21.84139	0.250034540891647	0.446683555841446	1.36772894859314	2.14289045333862	4	0	N	B	1	1	3	3		7144	35	53	0	GALAXY
	312.78	-21.82667	0.100000001490116	0.109900586307049	0.719448983669281	2.25943565368652	0	0	N	O	1	1	2	2		8094	36			GALAXY
A0938-2149	144.71458	-21.82222	0.250034540891647	0.250034540891647	1.87931704521179	4.37522125244141	0	0	N	B	1	1	3	3		21645	300	53		GALAXY
N2196	92.51167	-21.79361	0.314050853252411	0.237684026360512	1.46217703819275	5.48276901245117	4	4	N	Z	1	1	3	3	12.5600004196167	2315	30	22 4	1A2S	GALAXY
0848-2146	132.13292	-21.77611	0.277331978082657	0.774461805820465	8.298508644104	16.6341247558594	4	2	1	O	3	3	3	3	16	2611	37	-5	3	GALAXY
0045-2145	11.30208	-21.76389	0.250034540891647	0.748169541358948	3.78442549705505	4.78630018234253	4	0	N	Z	1	1	3	2	15.1999998092651	6402	125	11 8	-2	GALAXY
0559-2144	89.75667	-21.7375	0.250034540891647	0.325087308883667	2.11836099624634	3.33426403999329	3	0	N	O	1	3	3	3		1689	46	-5		GALAXY
0331-2143	52.8125	-21.73111	0.250034540891647	0.315500468015671	1.9054605960846	3.56451177597046	3	0	N	O	1	3	3	3	14	1480	32	-1		GALAXY
0031-2142 M	7.92958	-21.71444	0.249459475278854	0.504661321640015	3.95366621017456	8.09095859527588	4	0	0	Z	2	3	3	3	13.7799997329712	8097	36	2748	5	GALAXY
0932-2142	143.10583	-21.70611	0.250034540891647	0.433510899543762	2.66072487831116	5.10504913330078	4	0	N	O	1	3	3	3		4659	36	-5		GALAXY
	339.26208	-21.68861	0.100000001490116	0.100000001490116	0.699842035770416	1.16949927806854	0	0	N	O	1	1	2	3		10747	36			GALAXY
0607-2139	91.91083	-21.6625	0.250034540891647	0.549540877342224	6.30957269668579	8.81048965454102	0	0	N	O	1	3	3	3		11226	37	-5		GALAXY
	168.33667	-21.65639	0.138675585389137	0.100000001490116	0.946237206459045	1.74582207202911	0	4	N	O	1	1	3	3		16340	20			GALAXY
I1953	52.87292	-21.645	0.250034540891647	0.931107819080353	8.68960475921631	11.4815349578857	4	2	N	Z	1	3	3	3	12.5699996948242	1860	15	2	7B4T	GALAXY
N3240	155.5325	-21.54056	0.101624876260757	0.100000001490116	1.46217703819275	3.28095316886902	4	4	N	O	1	1	3	3		3584	38	-5	6	GALAXY
1051-2131	162.81292	-21.52833	0.352370858192444	0.403645396232605	3.93550109863281	8.18464756011963	4	0	N	O	1	3	3	3		4039	36	-5		GALAXY
A1609-2129	242.48583	-21.49472	0.249459475278854	0.129717916250229	2.28559851646423	12.5314130783081	3	0	N	O	1	1	2	3		9492	41	-502	6	GALAXY
N 908	35.19458	-21.45972	0.912010788917542	1.25314128398895	13.8675565719604	44.4631271362305	4	2	0	Z	3	3	3	3	11.1400003433228	1508	10	2	5A1S	GALAXY
1911-2124	287.88458	-21.40583	0.250034540891647	0.519996047019958	6.2661395072937	10.2801647186279	3	0	N	O	1	3	3	3		14608	48	-5		GALAXY
I2163 M	93.575	-21.35556	1.38675570487976	2.46603918075561	14.4877185821533	42.3643074035645	4	3	5	Z	3	3	3	3		2798	53	4	5	GALAXY
2020-2120	305.0925	-21.34778	0.250034540891647	0.630957365036011	2.12813878059387	4.76430940628052	3	0	N	O	1	1	3	3		7866	36	-5		GALAXY
A0933-2118	143.33833	-21.31028	0.250034540891647	0.250034540891647	1.21618616580963	2.40990519523621	3	0	N	O	1	1	3	3		4526	39	-502	1	GALAXY
N1518	61.15	-21.30972	0.16634127497673	0.21134889125824	3.11171650886536	6.48634481430054	4	4	N	Z	1	1	3	3	12.4899997711182	966	9	1	8B S	GALAXY
A0245-2117	41.32958	-21.29944	0.250034540891647	0.257039546966553	1.24738335609436	3.0902955532074	0	0	N	B	1	1	3	3		7345	300	53		GALAXY
1217-2117	184.30125	-21.28917	0.100000001490116	0.237684026360512	1.61064565181732	2.55858588218689	1	4	N	O	1	1	3	3		9923	38	-5		GALAXY
	193.28958	-21.26806	0.100000001490116	0.100000001490116	0.739605307579041	2.09893989562988	0	0	N	O	1	1	2	3		11012	40			GALAXY
A2004-2116	301.17875	-21.26806	0.250034540891647	0.315500468015671	1.86208701133728	5.12861442565918	4	0	N	B	1	1	3	3		2099	300	53	6	GALAXY
0431-2115	67.96917	-21.2625	0.100000001490116	0.21134889125824	1.42232882976532	2.17771005630493	3	4	N	O	1	1	3	3		10032	37	-5		GALAXY
0544-2114	86.19083	-21.24556	0.250034540891647	0.296483129262924	1.51008021831513	1.85780465602875	0	0	N	O	1	2	3	3		11850	142	-5		GALAXY
N5766	222.5775	-21.19111	0.493173837661743	0.446683555841446	1.52054762840271	3.74973011016846	4	0	N	O	1	1	3	3		3372	37	-502	6	GALAXY
1509-2107	227.2775	-21.13	0.414954006671906	0.636795520782471	1.61435830593109	1.74984681606293	1	0	N	Z	1	3	3	3	15.5	13373	37	27		GALAXY
A1443-2107	220.85458	-21.11694	0.250034540891647	0.366437584161758	1.55238699913025	2.26986455917358	0	0	N	B	1	1	3	3		10912	300	53		GALAXY
N 320	14.0775	-21.11056	0.271643936634064	0.548277020454407	2.37137365341186	3.36511540412903	4	0	N	O	1	3	3	3	14.6999998092651	5510	30	3116	1	GALAXY
0202-2104	30.52625	-21.06778	0.250034540891647	0.303389102220535	1.4588143825531	1.25314128398895	0	0	N	Z	1	1	3	2		34685	120	1743		GALAXY
N1377	53.60708	-21.06639	0.554625749588013	1.96336019039154	7.24435997009277	6.06736326217651	4	0	V	Z	3	3	3	3	13.8500003814697	1792	30	3907	-2	GALAXY
2335-2103	353.90458	-21.05861	0.250034540891647	0.420726627111435	1.57398295402527	2.34963321685791	4	0	N	O	1	1	3	3		7691	35	43		GALAXY
1956-2103 M	299.10625	-21.055	0.250034540891647	0.310455948114395	2.449063539505	4.53941535949707	0	0	N	O	1	1	3	3		9791	36	-5		GALAXY
1956-2103 M	299.07583	-21.05361	0.309741914272308	0.3326595723629	3.06902194023132	4.92039585113525	0	0	N	O	1	1	3	3		9809	46	-5		GALAXY
N7184	329.975	-21.05306	0.250034540891647	0.353183150291443	2.12813878059387	8.22242546081543	4	0	N	Z	1	1	3	3	11.8699998855591	2625	20	2	5B4R	GALAXY
N 899	34.8925	-21.05139	0.250034540891647	0.338064819574356	1.95884490013123	3.71535277366638	4	0	N	Z	1	1	3	3		1563	10	2	10B	GALAXY
N 247	11.165	-21.03333	0.100000001490116	0.100000001490116	7.92501401901245	27.2897853851318	1	8	N	Z					9.39999961853027	156	4	1	7X7S	GALAXY
A0832-2101	128.17583	-21.01889	0.250034540891647	0.216770395636559	1.49279451370239	2.03235697746277	0	0	N	O	1	2	3	3		25504	42	-502		GALAXY
A0156-2100	29.005	-21.00194	0.100000001490116	0.100000001490116	0.839460015296936	1.79887092113495	0	0	N	Z	1	1	2	3		13460	120	1743		GALAXY
N1353	52.45625	-20.98861	0.288403183221817	0.258226007223129	2.673006772995	8.26038074493408	4	0	N	Z	1	2	3	3	12.5	1577	24	27	3B4T	GALAXY
	258.27708	-20.97694	0.381065785884857	0.360578626394272	1.59220886230469	24.945951461792	3	0	N	M	1	1	3	1						GALAXY HII REGION
N 907	35.17875	-20.93722	0.521194696426392	0.302691340446472	2.48885750770569	5.50807762145996	4	0	N	Z	1	2	3	3		1723	20	2	7B	GALAXY
1327-2055	201.75375	-20.925	0.250034540891647	0.392644912004471	2.32809114456177	3.69828152656555	4	0	N	O	1	1	3	3		5507	43	-5		GALAXY
N2935	143.60875	-20.90417	0.250034540891647	0.406443357467651	3.77572202682495	12.0503616333008	4	0	N	Z	1	3	3	3	12.2399997711182	2275	15	2	3X1S	GALAXY
0101-2052	15.3525	-20.87528	0.255858570337296	0.250034540891647	1.89234340190888	3.76703786849976	3	0	N	H	1	1	3	3		8468	32	-1		GALAXY
N5134	200.64792	-20.87528	0.743019104003906	0.446683555841446	1.53461694717407	5.48276901245117	4	0	N	Z	1	1	3	3	12.6300001144409	1765	20	22 0	3A5S	GALAXY
N7392	342.28333	-20.87222	0.250034540891647	0.361409872770309	2.30144166946411	7.58577585220337	4	0	N	Z	1	1	3	3	12.8100004196167	3178	26	27	4A3S	GALAXY
0120-2049	20.19083	-20.82694	0.250034540891647	0.259417951107025	1.34276497364044	1.72186839580536	0	0	N	B	1	1	3	3		20415	120	1743		GALAXY
N3464	163.04583	-20.79556	2.26986455917358	0.381065785884857	1.75792360305786	5.40754365921021	4	0	N	Z	1	1	3	3	12.7700004577637	3879	52	27	4X4T	GALAXY
N7730	354.5425	-20.78556	0.250034540891647	0.339625298976898	1.82389581203461	3.3419508934021	4	0	N	O	1	1	3	3		9370	35	-502	5	GALAXY
1953-2046	298.25833	-20.78306	0.250034540891647	0.311171650886536	2.44343066215515	4.53941535949707	0	0	N	O	1	1	3	3		6328	36	-5		GALAXY
N5068	199.03	-20.76694	1.099005818367	0.928966403007507	11.8304147720337	29.6483058929443	4	4	N	Z	1	1	2	3	11.1000003814697	679	8	2	6X6T	GALAXY
N1232	46.86542	-20.76556	0.859013557434082	1.40928900241852	8.20351600646973	28.0543327331543	4	6	N	Z	1	1	3	3	10.7299995422363	1684	10	2	5X1T	GALAXY
A0835-2045	128.76958	-20.76472	0.250034540891647	0.249459475278854	1.72981655597687	3.26587867736816	4	0	N	O	1	2	3	3		2462	59	-502	5	GALAXY
A1926-2045	291.50042	-20.75444	0.250034540891647	0.413999646902084	1.34586024284363	2.61818289756775	0	0	N	O	1	1	3	3		11974	57	-502		GALAXY
	199.28458	-20.72778	0.100000001490116	0.289734363555908	0.968277871608734	2.5292980670929	0	0	N	O	1	1	2	3		7036	40			GALAXY
A1416-2043	214.13625	-20.72222	0.250034540891647	0.407380282878876	1.86208701133728	3.5156044960022	3	0	N	Z	1	1	3	3	14.1000003814697	8140	59	3118	1	GALAXY
N5743	220.58375	-20.7025	0.299916237592697	0.909913241863251	12.0781393051147	24.4343070983887	4	4	0	O	3	3	2	2		4216	35	-502	1	GALAXY
N5734	220.57667	-20.66028	0.489778816699982	0.580764412879944	12.4165258407593	23.4422817230225	4	4	6	Z	3	3	3	3		4074	21	3111		GALAXY
N1482	58.1075	-20.64806	1.66341245174408	4.68813371658325	35.4813346862793	46.1317596435547	4	0	2	Z	3	3	3	3	14	1916	39	3905	0A	GALAXY
2116-2038	319.18125	-20.64806	0.250610917806625	0.355631321668625	1.94536018371582	2.39331555366516	3	0	N	O	1	2	3	3		11727	36	-1		GALAXY
A1640-2034	250.02083	-20.57583	0.329609721899033	0.376703768968582	1.81970083713532	3.47536158561706	0	0	N	O	1	1	3	2		1201	37	-502		GALAXY
1158-2034	179.54083	-20.55694	0.250034540891647	0.387257635593414	1.69824373722076	2.48313307762146	1	0	N	Z	1	1	3	3	14.6999998092651	18639	142	37		GALAXY
	241.25792	-20.53639	1.47910821437836	2.17771005630493	2.85759043693542	15.170503616333	0	0	4	M	3	3	3	2						GALAXY HII REGION
0900-2031	135.12167	-20.52528	0.275422871112823	1.2705739736557	8.70963668823242	12.0503616333008	4	0	0	O	3	3	3	3		2596	36	-5		GALAXY
2248-2030	342.16958	-20.51306	0.250034540891647	0.260615348815918	1.41905736923218	3.08318758010864	3	0	N	O	1	1	3	3	15.5	3150	0	2415		GALAXY
1510-2029	227.665	-20.49111	0.609536945819855	0.668343901634216	5.64936923980713	12.3594741821289	4	1	7	Z	3	2	3	3		2277	8	3111	9	GALAXY
0509-2029	77.3725	-20.48639	0.250034540891647	0.559757649898529	3.5809645652771	7.24435997009277	4	0	N	O	1	3	3	3		3997	29	3910	1	GALAXY
A1555-2028	238.86667	-20.48222	0.184926837682724	0.484172374010086	1.81551539897919	2.31739473342895	3	4	N	O	1	2	3	2		4526	38	-502	5	GALAXY
N1716	74.01667	-20.43917	0.250034540891647	0.300607621669769	2.26986455917358	5.58470153808594	4	0	N	O	1	3	3	3	14	6818	26	3905	3	GALAXY
1248-2026	192.23667	-20.4375	0.250034540891647	0.265460580587387	1.33967661857605	3.19889497756958	3	0	N	D	1	1	3	3		6410	100	3617	1	GALAXY
A0854-2023	133.73083	-20.38417	0.250034540891647	0.250034540891647	1.44211542606354	3.24339652061462	4	0	N	O	1	1	3	3		2630	58	-502	1	GALAXY
1354-2022	208.63708	-20.37444	0.388150364160538	0.285101860761642	1.34276497364044	2.0511622428894	0	0	N	Z	1	1	3	3		10789	300	1243		GALAXY
1959-2021	299.85833	-20.36611	0.431519061326981	0.497737109661102	3.05492115020752	5.26017236709595	4	0	N	O	1	1	3	3		5853	36	-5		GALAXY
N5087	199.42708	-20.35	0.250034540891647	0.250034540891647	1.32129573822022	2.66072487831116	4	0	N	D	1	1	3	3	12.4899997711182	1832	150		-3A	GALAXY
1230-2020	187.56875	-20.34056	0.250034540891647	0.398107200860977	1.25025904178619	1.46892642974854	0	0	N	Z	1	1	3	2		30189	120	1743		GALAXY
N3956	177.86708	-20.29	0.250034540891647	0.250034540891647	1.46554791927338	4.35511922836304	4	0	N	Z	1	1	3	3	12.6300001144409	1651	15	3111	5A7S	GALAXY
2141-2017	325.46667	-20.28778	0.100000001490116	0.100000001490116	1.46217703819275	3.0902955532074	4	4	N	O	1	1	3	3		10389	36	-5	3	GALAXY
A2020-2017	305.21333	-20.28611	0.250034540891647	0.42169651389122	1.35831344127655	3.06902194023132	0	0	N	O	1	1	3	3		16460	42	-502		GALAXY
1933-2011	293.385	-20.19	0.276057779788971	0.977237224578857	4.51855897903442	6.01173782348633	3	0	N	O	1	3	3	3		10617	29	-5		GALAXY
A0926-2009	141.74125	-20.16	0.250034540891647	0.250034540891647	1.30617105960846	3.04789471626282	4	0	N	O	1	1	3	3		4721	60	-502	1	GALAXY
1242-2009	190.55667	-20.15278	0.29512095451355	0.372391700744629	2.67916822433472	5.98411512374878	4	0	N	Z	1	1	3	3		6301	25	9 9	5B S	GALAXY
A2012-2009	303.03417	-20.15194	0.250034540891647	0.338064819574356	1.70608234405518	3.29609727859497	4	0	N	O	1	1	3	3		4732	35	-502	3	GALAXY
1312-2008	198.03125	-20.14222	0.250034540891647	0.303389102220535	1.19949924945831	2.13796234130859	4	0	N	B	1	1	3	3		10156	31	53		GALAXY
1501-2007	225.49083	-20.13111	0.250034540891647	0.552077412605286	2.2233099937439	5.11681842803955	3	0	N	O	1	1	3	3		6261	40	-5		GALAXY
A1650-2006	252.73375	-20.11417	0.401790797710419	0.363915026187897	1.31522464752197	2.99916243553162	0	0	N	O	1	1	3	1		5947	50	-502		GALAXY
1712-2001	258.07417	-20.02778	0.429536432027817	0.379314988851547	2.31206464767456	4.13999652862549	0	0	N	O	1	2	3	1		8881	38	-5		GALAXY
0618-2002	94.7325	-20.02389	0.311171650886536	0.616595029830933	5.19995927810669	11.7760620117188	4	1	0	Z	2	3	3	3		1981	20	2	P	GALAXY
1245- 001	191.4175	-20.01806	0.379314988851547	0.109900586307049	0.928966403007507	2.31739473342895	4	0	N	O	1	1	2	3		6398	38			GALAXY
0153-1959	28.28958	-19.9925	0.250034540891647	0.616595029830933	1.79473340511322	4.46683549880981	3	0	N	H	1	1	3	3		14173	34	-1	2	GALAXY
0217-1958	34.43667	-19.98139	0.250034540891647	0.250034540891647	1.51008021831513	2.87078022956848	4	0	N	Z	1	1	3	3		2332	32	3905	7	GALAXY
1513-1958	228.2625	-19.97056	0.250034540891647	0.398107200860977	1.95433950424194	2.432204246521	0	0	N	O	1	1	3	3		32792	57	-5		GALAXY
A0019-1957	4.77083	-19.95694	0.250034540891647	0.444631278514862	1.83653855323792	3.56451177597046	3	0	N	B	1	1	3	3		7255	0	-501	-5	GALAXY
A2108-1957	317.24125	-19.95556	0.250034540891647	0.304789483547211	1.85780465602875	3.59749341011047	3	0	N	B	1	1	3	3		9533	300	53		GALAXY
0648-1955	102.08583	-19.93083	0.250034540891647	0.311888933181763	1.91425573825836	2.77971339225769	0	0	N	H	1	3	3	3		7666	34	-1		GALAXY
1504-1954	226.09417	-19.91611	0.307609707117081	0.316956728696823	1.21898949146271	2.15278148651123	0	0	N	O	1	1	3	3		16239	35	-5		GALAXY
1435-1954	218.78333	-19.91278	0.250034540891647	0.308318763971329	2.31206464767456	3.41979479789734	0	0	N	O	1	1	3	3		26886	37	-5		GALAXY
A0116-1953	19.07375	-19.8875	0.100000001490116	0.399944752454758	0.63973480463028	1.50660693645477	4	0	N	Z	1	1	2	3	14.3599996566772	6488	75	4300	0	GALAXY
0840-1952	130.17833	-19.87389	0.258821278810501	0.281838297843933	3.11888933181763	9.26829814910889	4	4	4	H	2	2	3	3		1754	70	-2		GALAXY
2017-1952	304.30375	-19.87	0.250034540891647	0.306902199983597	1.36772894859314	2.85759043693542	3	0	N	O	1	1	3	3	15.8999996185303	9193	37	-5		GALAXY
0824-1952	126.18542	-19.86889	0.250034540891647	0.301995187997818	1.60694110393524	2.51767706871033	0	0	N	H	1	3	3	3		14061	35	-1		GALAXY
1520-1948	230.13375	-19.80806	0.100000001490116	0.100000001490116	1.46217703819275	3.58921885490417	0	4	N	H	1	1	3	2		16133	79	-2		GALAXY
0232-1947	38.03333	-19.79806	0.267916828393936	0.269773930311203	1.4588143825531	2.47172427177429	4	0	N	H	1	1	3	3	15.5	8761	32	-1	20	GALAXY
0548-1944	87.07	-19.73917	0.250034540891647	0.282487988471985	1.47231245040894	3.09741973876953	4	0	N	H	1	1	3	3		2372	29	-1		GALAXY
0558-1942	89.55958	-19.71	0.250034540891647	0.250034540891647	1.33659565448761	3.89941954612732	4	0	N	H	1	1	3	3		8321	58	-1		GALAXY
0554-1941	88.56458	-19.6975	0.250034540891647	0.222843512892723	2.40436291694641	5.18800067901611	3	0	N	O	1	2	3	3		2753	36	-5		GALAXY
N1359	52.88833	-19.655	0.250034540891647	0.25292980670929	2.11348938941956	4.10204124450684	4	0	N	Z	1	1	3	3	12.8500003814697	1976	15	2	9B7S	GALAXY
1854-1938	283.60917	-19.635	0.258226007223129	0.462381035089493	1.32129573822022	3.732501745224	0	0	N	O	1	1	3	2		7230	35	-5		GALAXY
N3981	178.39792	-19.62222	0.591561675071716	0.765596628189087	6.87068462371826	19.2309131622314	4	1	1	Z	2	3	3	3	12.5699996948242	1717	8	3111	4A T	GALAXY
N1300	49.3525	-19.58944	0.406443357467651	0.721107423305511	3.86366987228394	12.676516532898	4	4	N	Z	1	1	3	3	11.3400001525879	1583	15	2	4B1T	GALAXY
1321-1933	200.49667	-19.56639	0.38459175825119	0.763835787773132	1.61435830593109	3.93550109863281	3	0	N	O	1	1	3	3		31084	106	-5		GALAXY
1444-1933	221.18292	-19.55528	0.266685873270035	0.374110609292984	1.52756607532501	4.33510828018189	4	0	N	D	1	1	3	3	14	2505	0	-5	6	GALAXY
1931-1933	292.77375	-19.555	0.285759031772614	0.475335210561752	2.04173755645752	3.32659530639648	0	0	N	O	1	1	3	3		11843	36	-5		GALAXY
2246-1932	341.73167	-19.54	0.388150364160538	0.885115683078766	2.45470881462097	3.6559476852417	1	0	N	O	1	3	3	3	15	9488	62	27		GALAXY
1322-1930	200.61458	-19.50944	0.342767804861069	0.558470189571381	2.36591935157776	5.21194696426392	4	0	N	O	1	1	3	3		5166	36	-5		GALAXY
1321-1929	200.46583	-19.49083	0.250034540891647	0.459198027849197	1.86208701133728	2.79898142814636	3	0	N	Z	1	1	3	3		5284	31	-1		GALAXY
0942-1928 M	145.66375	-19.4825	0.25527012348175	0.984011054039001	3.88150358200073	4.03645324707031	4	0	N	H	1	3	3	3	16.2999992370605	9761	37	-2	20	GALAXY
0240-1924	40.08458	-19.41028	0.250034540891647	0.263633131980896	1.37404203414917	2.28034234046936	0	0	N	H	1	1	3	3		7980	21	-1		GALAXY
1046-1922	161.70667	-19.37056	0.716143429279327	0.503500640392303	2.86417818069458	6.95024347305298	4	0	N	O	1	1	3	3		4184	37	-5		GALAXY
0222-1922	35.5825	-19.36917	0.250034540891647	0.365594804286957	1.46892642974854	3.5237090587616	4	0	N	Z	1	1	3	3		10133	37	3905	6	GALAXY
1949-1920	297.47917	-19.34889	0.250034540891647	0.383707225322723	1.39958739280701	2.50610947608948	3	0	N	O	1	1	3	3		10756	30	-5		GALAXY
0924-1918	141.22417	-19.31361	0.250034540891647	0.552077412605286	4.18793535232544	7.70903396606445	4	0	N	O	1	3	3	3		4888	37	-5		GALAXY
2228-1917	337.17833	-19.29194	0.304789483547211	1.12719762325287	5.6104793548584	9.9540548324585	4	2	1	Z	3	3	3	3	14.8999996185303	7263	125	11 8	5	GALAXY
N3529	166.21333	-19.28611	0.250034540891647	0.250034540891647	1.38995265960693	1.94088578224182	4	0	N	Z	1	1	3	3	14.8000001907349	3749	27	3118	2	GALAXY
1853-1916	283.47833	-19.27611	0.250034540891647	0.365594804286957	3.10455942153931	6.87068462371826	0	0	N	O	1	3	3	3		13803	57	-5		GALAXY
A2235-1916	338.7575	-19.27	0.100000001490116	0.189670592546463	0.599791049957275	1.25892543792725	0	0	N	Z	1	1	2	2		5875	120	1743		GALAXY
1314-1911	198.50167	-19.18556	0.741310238838196	0.25527012348175	1.49968481063843	2.85101866722107	3	0	N	O	1	1	3	3		8244	37	-5		GALAXY
N7183	329.90125	-19.15889	0.257039546966553	0.488652378320694	1.2647362947464	4.86407232284546	4	0	N	Z	1	1	3	3	14	2635	5	3111	1	GALAXY
